,,,,,,
1,reg,x,3,45.2715431270734,-111.289179101586,FLIPPER
1,reg,x,4,45.2715568121593,-111.288072019815,FLIPPER
1,reg,x,5,45.2715832385227,-111.28807336092,FLIPPER
1,reg,x,6,45.2715049031953,-111.287810504436,FLIPPER
1,reg,x,7,45.2715228353883,-111.286792606115,FLIPPER
1,reg,x,8,45.2717333022815,-111.286470741034,FLIPPER
1,reg,x,9,45.271723864321,-111.286437213421,FLIPPER
1,reg,x,10,45.2717389650571,-111.286119371653,FLIPPER
1,reg,x,11,45.2718781747793,-111.287115812302,FLIPPER
1,reg,x,12,45.2719348023651,-111.286762431264,FLIPPER
1,reg,x,13,45.2719480154603,-111.286744326353,FLIPPER
1,reg,x,14,45.2720282377583,-111.28701120615,FLIPPER
1,reg,x,15,45.2722825888825,-111.285745203495,FLIPPER
1,reg,x,16,45.2722212427046,-111.285754591227,FLIPPER
1,reg,x,17,45.2724260443014,-111.285680830479,FLIPPER
1,reg,x,18,45.2722844764562,-111.284698471427,FLIPPER
1,reg,x,19,45.2724024496851,-111.284754797816,FLIPPER
1,reg,x,20,45.2724000902229,-111.284731328487,FLIPPER
1,reg,x,21,45.2724010340078,-111.284715235233,FLIPPER
1,reg,x,22,45.2723335533492,-111.284059435129,FLIPPER
1,reg,x,23,45.2723571479942,-111.284114420414,FLIPPER
1,reg,x,24,45.2723580917798,-111.283248066902,FLIPPER
1,reg,x,25,45.2718286255952,-111.281611919403,FLIPPER
1,reg,x,26,45.271848445274,-111.281984746456,FLIPPER
1,reg,x,27,45.2718201314451,-111.281964629889,FLIPPER
1,reg,x,28,45.2723495977089,-111.283256113529,FLIPPER
1,reg,x,29,45.2717484030152,-111.281910985708,FLIPPER
1,reg,x,30,45.2718380635384,-111.281968653202,FLIPPER
1,reg,x,31,45.2718767590889,-111.282468885183,FLIPPER
1,reg,x,32,45.2713284123629,-111.281750053167,FLIPPER
1,reg,x,33,45.2714794205957,-111.281755417585,FLIPPER
1,reg,x,34,45.2714529941839,-111.281784921885,FLIPPER
1,reg,x,35,45.2715860699181,-111.282796114683,FLIPPER
1,reg,x,36,45.2717993679616,-111.283545792103,FLIPPER
1,reg,x,37,45.2717984241667,-111.283598095179,FLIPPER
1,reg,x,38,45.2718814780566,-111.283918619156,FLIPPER
1,reg,x,39,45.2720419227272,-111.284267306328,FLIPPER
1,reg,x,40,45.2721174259446,-111.284275352955,FLIPPER
1,reg,x,41,45.2720966625698,-111.284267306328,FLIPPER
1,reg,x,42,45.2722844764562,-111.284780949354,FLIPPER
1,reg,x,43,45.2719541501107,-111.285010278225,FLIPPER
1,reg,x,44,45.2719296115054,-111.285071969032,FLIPPER
1,reg,x,45,45.2718541080381,-111.285093426704,FLIPPER
1,reg,x,46,45.2715360485794,-111.28532409668,FLIPPER
1,reg,x,47,45.2716464729852,-111.285312026739,FLIPPER
1,reg,x,48,45.2716313722244,-111.285321414471,FLIPPER
1,reg,x,49,45.2715709691412,-111.285659372807,FLIPPER
1,reg,x,50,45.2708140375546,-111.286375522614,FLIPPER
1,reg,x,51,45.2708423518855,-111.287308931351,FLIPPER
1,reg,x,52,45.2709206881273,-111.287280768156,FLIPPER
