2021-09-21T06:45:25-07:00,BARELY_KNOW_HER
2021-09-21T06:48:21-07:00,BARELY_KNOW_HER
2021-09-21T06:48:32-07:00,JUDY
2021-09-21T06:49:39-07:00,BARELY_KNOW_HER
2021-09-21T06:52:32-07:00,JUDY
2021-09-21T06:52:39-07:00,JUDY
2021-09-21T07:07:09-07:00,JUDY
2021-09-21T07:08:52-07:00,JUDY
2021-09-21T07:10:09-07:00,BARELY_KNOW_HER
2021-09-21T07:11:47-07:00,JUDY
2021-09-21T07:13:26-07:00,JUDY
2021-09-21T07:13:42-07:00,JUDY
2021-09-21T07:14:50-07:00,FLIPPER
2021-09-21T07:17:09-07:00,JUDY
2021-09-21T07:17:40-07:00,JUDY
2021-09-21T07:17:52-07:00,JUDY
2021-09-21T07:18:50-07:00,FLIPPER
2021-09-21T07:19:56-07:00,FLIPPER
2021-09-21T07:22:18-07:00,JUDY
2021-09-21T07:22:58-07:00,JUDY
2021-09-21T07:23:09-07:00,JUDY
2021-09-21T07:25:21-07:00,BARELY_KNOW_HER
2021-09-21T07:26:57-07:00,BARELY_KNOW_HER
2021-09-21T07:28:26-07:00,JUDY
2021-09-21T07:28:42-07:00,JUDY
2021-09-21T07:31:58-07:00,BARELY_KNOW_HER
2021-09-21T07:34:36-07:00,JUDY
2021-09-21T07:35:40-07:00,BARELY_KNOW_HER
2021-09-21T07:37:43-07:00,JUDY
2021-09-21T07:38:47-07:00,JUDY
2021-09-21T07:39:27-07:00,BARELY_KNOW_HER
2021-09-21T07:42:13-07:00,JUDY
2021-09-21T07:42:17-07:00,BARELY_KNOW_HER
2021-09-21T07:43:48-07:00,BARELY_KNOW_HER
2021-09-21T07:46:31-07:00,JUDY
2021-09-21T07:46:49-07:00,JUDY
2021-09-21T07:48:28-07:00,BARELY_KNOW_HER
2021-09-21T07:50:55-07:00,JUDY
2021-09-21T07:51:06-07:00,BARELY_KNOW_HER
2021-09-21T07:52:16-07:00,FLIPPER
2021-09-21T07:55:33-07:00,JUDY
2021-09-21T07:56:33-07:00,JUDY
2021-09-21T07:57:24-07:00,JUDY
2021-09-21T07:57:33-07:00,JUDY
2021-09-21T07:58:07-07:00,BARELY_KNOW_HER
2021-09-21T08:00:55-07:00,JUDY
2021-09-21T08:01:14-07:00,JUDY
2021-09-21T08:02:23-07:00,FLIPPER
2021-09-21T08:05:37-07:00,JUDY
2021-09-21T08:06:27-07:00,JUDY
2021-09-21T08:06:35-07:00,JUDY
2021-09-21T08:08:12-07:00,FLIPPER
2021-09-21T08:11:41-07:00,JUDY
2021-09-21T08:12:13-07:00,JUDY
2021-09-21T08:12:23-07:00,JUDY
2021-09-21T08:13:33-07:00,BARELY_KNOW_HER
2021-09-21T08:16:38-07:00,JUDY
2021-09-21T08:17:09-07:00,JUDY
2021-09-21T08:17:16-07:00,JUDY
2021-09-21T08:18:17-07:00,BARELY_KNOW_HER
2021-09-21T08:20:55-07:00,JUDY
2021-09-21T08:21:23-07:00,JUDY
2021-09-21T08:21:28-07:00,BARELY_KNOW_HER
2021-09-21T08:22:39-07:00,BARELY_KNOW_HER
2021-09-21T08:24:40-07:00,JUDY
2021-09-21T08:24:53-07:00,FLIPPER
2021-09-21T08:26:19-07:00,BARELY_KNOW_HER
2021-09-21T08:28:51-07:00,JUDY
2021-09-21T08:29:33-07:00,JUDY
2021-09-21T08:30:00-07:00,JUDY
