time,lat,lon,disc
2021-08-04T13:44:59.0,36.063078814568875,-115.07743736921913,JUDGEY-JOY
2021-08-04T13:45:16.0,36.0630267756722,-115.07739671198154,JUDGEY-JOY
2021-08-04T13:46:47.0,36.06316854534102,-115.07779367582523,DESTROYAH
2021-08-04T13:49:07.0,36.064180562387904,-115.07739276960669,BUZZZY-BOY
2021-08-04T13:51:03.0,36.06467979766472,-115.07692802610599,JUDGEY-JOY
2021-08-04T13:51:41.0,36.06486287456236,-115.0772042657359,JUDGEY-JOY
2021-08-04T13:51:47.0,36.06486202200705,-115.07719287822357,JUDGEY-JOY
2021-08-04T13:53:16.0,36.06469265457808,-115.07782647581325,DESTROYAH
2021-08-04T13:57:50.0,36.063767846646215,-115.0778578932491,DESTROYAH
2021-08-04T13:59:31.0,36.06303652947982,-115.078332003059,BUZZZY-BOY
2021-08-04T13:59:57.0,36.06265175639486,-115.07905044296355,BUZZZY-BOY
2021-08-04T14:02:27.0,36.06249283636001,-115.07961266468604,JUDGEY-JOY
2021-08-04T14:02:42.0,36.06250910999471,-115.07956536947734,JUDGEY-JOY
2021-08-04T14:03:35.0,36.062180676410506,-115.07891425548463,DESTROYAH
2021-08-04T14:04:37.0,36.06207099575947,-115.0798076701558,JUDGEY-JOY
2021-08-04T14:05:50.0,36.062082849583575,-115.08019686286877,JUDGEY-JOY
2021-08-04T14:06:05.0,36.06209376993027,-115.08016324103578,JUDGEY-JOY
2021-08-04T14:07:35.0,36.061511443820926,-115.07954927076412,DESTROYAH
2021-08-04T14:08:58.0,36.06177678799946,-115.07820214726631,DESTROYAH
2021-08-04T14:09:45.0,36.06224020248356,-115.07762857746141,JUDGEY-JOY
2021-08-04T14:10:17.0,36.0621326163749,-115.07759580617875,JUDGEY-JOY
2021-08-04T14:10:24.0,36.062156627625704,-115.07760780154823,JUDGEY-JOY
2021-08-04T14:11:16.0,36.06219586685936,-115.07741066787473,DESTROYAH
2021-08-04T14:12:10.0,36.06237020691829,-115.07642888316536,JUDGEY-JOY
2021-08-04T14:12:47.0,36.06223410269527,-115.07613849033008,JUDGEY-JOY
2021-08-04T14:12:50.0,36.06223919777222,-115.07613049524619,JUDGEY-JOY
