time,lat,lon,disc
2021-08-04T12:53:07.0,36.06022615435755,-115.08156933860889,DESTROYAH
2021-08-04T12:55:06.0,36.06120167689406,-115.08110099079781,JUDGEY-JOY
2021-08-04T12:55:35.0,36.06119128426221,-115.08085188540603,JUDGEY-JOY
2021-08-04T12:55:56.0,36.061195062970015,-115.0807640790019,JUDGEY-JOY
2021-08-04T12:56:31.0,36.06128203384452,-115.08056482825354,DESTROYAH
2021-08-04T13:00:38.0,36.062456820921355,-115.08083133053321,BUZZZY-BOY
2021-08-04T13:02:06.0,36.06301782555603,-115.08145141657396,JUDGEY-JOY
2021-08-04T13:02:27.0,36.063020148820115,-115.0813708774819,JUDGEY-JOY
2021-08-04T13:03:13.0,36.06313928585257,-115.08108567433857,DESTROYAH
2021-08-04T13:05:02.0,36.06252870625149,-115.08028310219106,JUDGEY-JOY
2021-08-04T13:05:23.0,36.06242468371625,-115.08032377250001,JUDGEY-JOY
2021-08-04T13:06:06.0,36.06284515987379,-115.08037508857623,DESTROYAH
2021-08-04T13:07:23.0,36.063683633571344,-115.0806734269779,JUDGEY-JOY
2021-08-04T13:07:43.0,36.06367290694205,-115.08077949040512,JUDGEY-JOY
2021-08-04T13:07:52.0,36.06366254585772,-115.080795150747,JUDGEY-JOY
2021-08-04T13:09:37.0,36.06393152430965,-115.08073368700835,DESTROYAH
2021-08-04T13:11:26.0,36.06469071246096,-115.0800875488011,BUZZZY-BOY
2021-08-04T13:12:48.0,36.06479177289711,-115.07958280869487,JUDGEY-JOY
2021-08-04T13:13:05.0,36.06474216331098,-115.07948378866439,JUDGEY-JOY
2021-08-04T13:13:15.0,36.064763220559996,-115.0795382418327,JUDGEY-JOY
2021-08-04T13:14:17.0,36.064815956631776,-115.08031642243546,DESTROYAH
2021-08-04T13:24:09.0,36.065408059051855,-115.07885850287259,BUZZZY-BOY
2021-08-04T13:25:53.0,36.06511571028047,-115.07785393419547,JUDGEY-JOY
2021-08-04T13:26:21.0,36.06496325588355,-115.07781078391477,JUDGEY-JOY
2021-08-04T13:26:27.0,36.064982776607124,-115.07783479200263,JUDGEY-JOY
2021-08-04T13:27:20.0,36.065514036011315,-115.07850011917408,DESTROYAH
2021-08-04T13:28:42.0,36.06538808677406,-115.07717517000005,JUDGEY-JOY
2021-08-04T13:29:16.0,36.0652655089644,-115.07696262234916,JUDGEY-JOY
2021-08-04T13:29:24.0,36.06529500687651,-115.07699586892039,JUDGEY-JOY
2021-08-04T13:30:37.0,36.06560446671603,-115.07766195533526,DESTROYAH
2021-08-04T13:31:46.0,36.06575315969089,-115.07708822934075,BUZZZY-BOY
2021-08-04T13:34:31.0,36.066011254548975,-115.07644760446648,JUDGEY-JOY
2021-08-04T13:34:56.0,36.06604635978993,-115.07629513456371,JUDGEY-JOY
2021-08-04T13:35:02.0,36.06605514500044,-115.07631102697779,JUDGEY-JOY
2021-08-04T13:36:05.0,36.06573538444763,-115.07605393163156,DESTROYAH
2021-08-04T13:37:23.0,36.064912746959486,-115.07652452815726,BUZZZY-BOY
2021-08-04T13:38:13.0,36.06473513488438,-115.0768841487858,JUDGEY-JOY
2021-08-04T13:38:33.0,36.064760414715565,-115.07680957039055,JUDGEY-JOY
2021-08-04T13:38:38.0,36.06475629333737,-115.07679848038927,JUDGEY-JOY
2021-08-04T13:39:39.0,36.06473626335111,-115.07622448368595,DESTROYAH
2021-08-04T13:40:36.0,36.06401687325344,-115.0769655454176,JUDGEY-JOY
2021-08-04T13:41:11.0,36.0639119606906,-115.07704506285356,JUDGEY-JOY
2021-08-04T13:41:19.0,36.06390910422546,-115.07704256257045,JUDGEY-JOY
2021-08-04T13:42:15.0,36.063654135426304,-115.07644025027702,DESTROYAH
2021-08-04T13:43:53.0,36.06335516840612,-115.07668285164597,DESTROYAH
